Product Name,Category,Region,Quantity,Sales,Profit
Keyboard,Accessories,North,1,947,77.21
Smartwatch,Electronics,South,9,8712,1034.27
Keyboard,Accessories,North,3,2118,321.05
Printer,Office,West,3,1893,508.8
Smartwatch,Electronics,South,9,5751,1196.23
Tablet,Electronics,West,6,606,127.68
Smartphone,Electronics,South,5,5930,1193.32
Tablet,Electronics,West,8,1184,148.69
Camera,Electronics,North,3,2805,749.5
Keyboard,Accessories,North,3,1644,158.32
Camera,Electronics,West,5,3665,406.93
Mouse,Accessories,West,3,1497,190.59
Smartphone,Electronics,North,6,4872,786.79
Printer,Office,North,5,1800,252.69
Monitor,Accessories,South,7,1309,138.46
Laptop,Electronics,East,1,920,98.31
Smartphone,Electronics,East,9,2034,593.13
Headphones,Accessories,North,3,2706,546.97
Smartwatch,Electronics,North,8,7264,1776.83
Keyboard,Accessories,West,4,4572,1038.05
Keyboard,Accessories,North,1,677,54.14
Camera,Electronics,South,1,1084,103.06
Camera,Electronics,South,7,3451,194.42
Mouse,Accessories,South,2,1672,469.64
Mouse,Accessories,East,4,4316,566.7
Camera,Electronics,North,7,6461,1455.36
Headphones,Accessories,South,8,5920,1241.27
Laptop,Electronics,West,7,2618,300.81
Smartphone,Electronics,East,1,266,55.52
Camera,Electronics,West,7,7455,966.64
Laptop,Electronics,East,8,1808,339.31
Smartphone,Electronics,East,2,1178,120.51
Printer,Office,North,3,2724,521.24
Tablet,Electronics,South,2,1298,123.9
Laptop,Electronics,South,9,5553,1432.76
Laptop,Electronics,West,2,2162,355.45
Smartwatch,Electronics,East,1,859,217.67
Printer,Office,North,6,6432,1410.52
Headphones,Accessories,South,6,5592,1294.16
Smartwatch,Electronics,North,1,387,99.59
Printer,Office,West,6,1608,302.32
Headphones,Accessories,West,3,2295,244.83
Headphones,Accessories,North,2,330,21.46
Smartwatch,Electronics,East,7,4298,358.38
Mouse,Accessories,West,1,333,72.34
Smartwatch,Electronics,West,1,835,131.7
Tablet,Electronics,West,2,390,103.99
Smartphone,Electronics,East,7,2317,677.61
Keyboard,Accessories,South,8,2960,878.11
Headphones,Accessories,East,5,2325,506.32
Laptop,Electronics,North,6,3924,762.96
Tablet,Electronics,North,8,1640,361.48
Camera,Electronics,South,4,1836,462.52
Monitor,Accessories,North,2,1026,226.4
Monitor,Accessories,West,9,945,94.75
Camera,Electronics,South,6,3660,675.38
Headphones,Accessories,North,1,68,10.39
Headphones,Accessories,North,2,2262,532.12
Camera,Electronics,North,8,7040,1969.93
Smartwatch,Electronics,North,8,9392,1753.08
Monitor,Accessories,West,9,10413,1738.63
Keyboard,Accessories,North,1,120,23.86
Laptop,Electronics,West,4,280,24.9
Headphones,Accessories,South,3,735,217.79
Headphones,Accessories,West,7,2457,388.11
Headphones,Accessories,South,4,200,58.42
Smartwatch,Electronics,West,3,1488,296.36
Mouse,Accessories,North,3,2994,638.59
Headphones,Accessories,West,5,1550,203.51
Monitor,Accessories,East,9,1719,251.85
Mouse,Accessories,East,2,1458,208.93
Laptop,Electronics,West,9,8802,1344.96
Headphones,Accessories,South,8,4136,810.82
Monitor,Accessories,West,5,4260,229.77
Smartwatch,Electronics,West,5,2480,601.66
Keyboard,Accessories,West,8,1176,313.58
Monitor,Accessories,West,4,3632,566.81
Laptop,Electronics,North,9,10773,1907.36
Tablet,Electronics,North,3,603,153.37
Smartphone,Electronics,South,4,4224,477.33
Monitor,Accessories,West,1,610,33.55
Camera,Electronics,West,7,6384,1324.49
Camera,Electronics,East,3,684,39.33
Smartwatch,Electronics,West,6,1008,245.45
Smartwatch,Electronics,North,4,652,116.06
Keyboard,Accessories,East,8,5768,368.49
Headphones,Accessories,South,5,4965,774.74
Mouse,Accessories,West,2,140,35.18
Tablet,Electronics,East,7,6209,402.78
Laptop,Electronics,West,6,5136,1225.4
Smartphone,Electronics,South,8,3312,811.31
Printer,Office,North,1,919,193.35
Monitor,Accessories,North,5,1015,85.06
Monitor,Accessories,North,5,2450,485.18
Mouse,Accessories,West,4,3876,302.37
Mouse,Accessories,North,7,4550,1077.8
Keyboard,Accessories,East,3,1119,317.36
Smartwatch,Electronics,East,2,1488,342.87
Monitor,Accessories,West,5,680,176.44
Tablet,Electronics,South,8,6328,1257.81
Monitor,Accessories,West,1,924,125.65
Smartwatch,Electronics,South,4,776,73.16
Tablet,Electronics,North,1,516,70.53
Smartphone,Electronics,East,7,5201,745.2
Smartwatch,Electronics,West,3,1497,122.76
Tablet,Electronics,West,1,496,146.92
Tablet,Electronics,South,7,2709,702.79
Tablet,Electronics,East,8,3864,855.75
Smartphone,Electronics,West,2,604,102.52
Printer,Office,South,7,1659,127.48
Keyboard,Accessories,South,2,1738,163.38
Smartwatch,Electronics,South,6,2610,434.37
Tablet,Electronics,South,3,3360,759.31
Headphones,Accessories,West,7,6811,1423.57
Printer,Office,East,4,3856,747.79
Laptop,Electronics,West,8,4544,727.05
Keyboard,Accessories,West,4,4740,746.77
Keyboard,Accessories,South,2,2016,198.26
Tablet,Electronics,North,3,2628,781.94
Keyboard,Accessories,South,9,6282,1594.61
Camera,Electronics,South,5,5155,1325.16
Smartphone,Electronics,West,9,9891,1774.03
Headphones,Accessories,South,7,1582,278.14
Camera,Electronics,East,7,4403,1295.89
Tablet,Electronics,North,3,3471,200.08
Printer,Office,North,2,466,25.04
Headphones,Accessories,West,4,2576,503.57
Camera,Electronics,South,7,3136,850.3
Keyboard,Accessories,North,2,686,85.03
Keyboard,Accessories,West,6,6744,660.47
Monitor,Accessories,East,4,596,105.89
Monitor,Accessories,North,4,1392,394.48
Mouse,Accessories,East,7,1722,414.87
Monitor,Accessories,South,3,2670,515.39
Laptop,Electronics,South,5,275,64.9
Camera,Electronics,West,3,417,114.42
Tablet,Electronics,South,2,1790,442.75
Camera,Electronics,West,8,8328,466.38
Laptop,Electronics,North,1,448,53.2
Headphones,Accessories,North,3,3021,872.49
Laptop,Electronics,South,2,570,94.39
Headphones,Accessories,South,5,1315,217.79
Smartwatch,Electronics,East,8,7600,1099.88
Keyboard,Accessories,West,6,6102,364.82
Camera,Electronics,West,5,5170,1248.66
Smartphone,Electronics,West,6,4728,705.85
Keyboard,Accessories,North,1,168,17.84
Monitor,Accessories,East,4,4580,655.14
Keyboard,Accessories,South,6,1362,202.68
Camera,Electronics,East,1,1120,127.32
Printer,Office,East,5,4165,1012.37
Tablet,Electronics,East,1,1131,140.55
Smartphone,Electronics,East,1,985,196.64
Tablet,Electronics,South,6,2100,268.4
Keyboard,Accessories,South,2,836,47.07
Headphones,Accessories,North,3,2739,202.81
Laptop,Electronics,South,4,1264,267.82
Monitor,Accessories,North,4,2092,467.02
Monitor,Accessories,North,8,4120,710.11
Tablet,Electronics,East,7,707,124.59
Mouse,Accessories,East,3,780,217.92
Monitor,Accessories,South,9,7578,1596.64
Laptop,Electronics,North,2,1356,144.18
Printer,Office,West,9,2268,361.62
Smartwatch,Electronics,East,7,6258,1347.74
Mouse,Accessories,North,8,9128,1342.19
Mouse,Accessories,North,8,7960,804.11
Smartphone,Electronics,West,8,7944,2257.73
Laptop,Electronics,West,6,3486,320.91
Tablet,Electronics,North,2,1902,388.83
Printer,Office,South,4,2456,163.61
Monitor,Accessories,South,9,6939,1249.31
Mouse,Accessories,North,8,9232,490.66
Smartphone,Electronics,South,4,3188,202.81
Tablet,Electronics,West,2,572,86.16
Smartwatch,Electronics,East,9,4698,1167.9
Smartphone,Electronics,East,4,4228,764.3
Laptop,Electronics,South,5,4485,347.99
Printer,Office,West,5,1995,369.22
Keyboard,Accessories,North,4,3184,478.27
Camera,Electronics,South,7,5831,1416.31
Camera,Electronics,East,2,2224,364.04
Keyboard,Accessories,East,1,1172,124.9
Keyboard,Accessories,South,9,1125,138.49
Smartwatch,Electronics,West,1,281,30.51
Tablet,Electronics,West,7,7224,479.23
Smartwatch,Electronics,South,2,322,42.03
Printer,Office,South,5,2440,570.78
Monitor,Accessories,North,4,2476,417.16
Laptop,Electronics,West,9,9702,2771.49
Laptop,Electronics,South,1,1188,110.32
Printer,Office,South,1,1152,280.28
Headphones,Accessories,North,6,1662,416.3
Mouse,Accessories,West,8,2976,507.77
Headphones,Accessories,South,6,5754,1628.61
Tablet,Electronics,North,3,612,40.15
Tablet,Electronics,West,5,1925,204.74
Printer,Office,North,9,5859,1153.89
Headphones,Accessories,North,1,1012,164.89
Printer,Office,South,4,3068,868.89
Monitor,Accessories,South,9,1602,142.49
Laptop,Electronics,East,9,7272,500.32
Mouse,Accessories,East,9,7101,2105.82
Mouse,Accessories,South,2,1924,394.4
Keyboard,Accessories,East,7,2569,130.19
Headphones,Accessories,West,9,10134,1334.37
Mouse,Accessories,North,9,5949,368.51
Laptop,Electronics,East,3,1947,239.63
Printer,Office,North,9,3123,741.23
Keyboard,Accessories,South,6,1002,114.7
Laptop,Electronics,East,2,990,76.87
Tablet,Electronics,North,8,1608,332.12
Smartphone,Electronics,West,3,2274,662.0
Headphones,Accessories,South,9,4905,1351.25
Camera,Electronics,South,6,4302,965.02
Smartwatch,Electronics,North,7,6188,1231.3
Printer,Office,South,7,7595,969.07
Smartphone,Electronics,South,8,7064,1554.52
Printer,Office,North,5,650,93.41
Laptop,Electronics,North,3,1308,141.04
Monitor,Accessories,North,5,4960,420.98
Tablet,Electronics,East,9,8964,448.62
Monitor,Accessories,West,7,6377,1332.86
Headphones,Accessories,South,1,202,11.24
Mouse,Accessories,West,3,3375,451.5
Monitor,Accessories,West,3,1359,152.85
Laptop,Electronics,East,8,3944,296.35
Tablet,Electronics,East,7,4382,592.46
Laptop,Electronics,North,8,1224,246.77
Smartwatch,Electronics,North,7,6706,1687.22
Tablet,Electronics,South,4,3260,969.76
Keyboard,Accessories,North,7,2898,490.11
Monitor,Accessories,East,5,1370,253.92
Printer,Office,South,1,857,172.91
Keyboard,Accessories,North,2,766,49.23
Monitor,Accessories,West,5,1095,269.87
Smartwatch,Electronics,South,8,6184,1796.9
Smartphone,Electronics,West,6,4188,1231.16
Smartphone,Electronics,North,1,1017,209.97
Camera,Electronics,South,6,6234,758.78
Camera,Electronics,North,9,1053,283.58
Monitor,Accessories,East,8,6256,1152.99
Monitor,Accessories,East,2,586,101.64
Smartwatch,Electronics,West,9,9054,644.36
Smartwatch,Electronics,West,1,1065,228.63
Smartwatch,Electronics,North,9,1098,106.97
Camera,Electronics,South,1,182,30.97
Printer,Office,South,5,3475,991.47
Mouse,Accessories,North,5,945,194.03
Mouse,Accessories,North,9,5247,921.09
Laptop,Electronics,West,7,4165,493.24
Tablet,Electronics,West,6,6030,511.7
Camera,Electronics,South,7,5887,1035.5
Camera,Electronics,East,2,788,195.15
Monitor,Accessories,South,5,280,79.77
Printer,Office,South,3,768,85.37
Mouse,Accessories,North,2,2272,504.72
Laptop,Electronics,North,1,425,48.81
Smartphone,Electronics,West,3,3117,829.09
Smartphone,Electronics,West,4,356,23.4
Camera,Electronics,East,8,2360,653.3
Keyboard,Accessories,North,2,1942,235.42
Mouse,Accessories,North,1,651,187.99
Smartwatch,Electronics,South,4,1724,233.21
Mouse,Accessories,South,7,2842,425.24
Printer,Office,North,8,5128,657.87
Smartphone,Electronics,North,1,258,27.01
Mouse,Accessories,East,4,1168,220.22
Mouse,Accessories,East,5,5030,540.73
Keyboard,Accessories,West,1,56,9.16
Mouse,Accessories,South,3,2001,420.08
Smartwatch,Electronics,East,6,2664,520.3
Headphones,Accessories,West,5,2080,614.77
Laptop,Electronics,East,7,7469,915.63
Smartwatch,Electronics,North,5,1525,413.75
Smartphone,Electronics,East,6,2940,184.97
Monitor,Accessories,North,7,3451,397.29
Monitor,Accessories,East,9,657,185.95
Mouse,Accessories,West,4,512,110.47
Laptop,Electronics,East,1,1060,57.26
Printer,Office,North,5,3275,222.29
Smartphone,Electronics,West,7,5712,929.42
Camera,Electronics,West,4,1168,135.36
Tablet,Electronics,North,7,1239,118.36
Keyboard,Accessories,East,1,1192,320.13
Camera,Electronics,North,5,995,206.95
Camera,Electronics,West,4,2472,594.62
Mouse,Accessories,North,8,3416,697.42
Camera,Electronics,North,2,452,74.34
Mouse,Accessories,West,7,5607,1288.04
Monitor,Accessories,North,1,338,32.61
Keyboard,Accessories,West,9,4851,1408.41
Smartwatch,Electronics,South,9,4248,964.12
Printer,Office,East,1,1176,182.07
Smartphone,Electronics,South,9,6948,1409.3
Printer,Office,West,3,705,196.05
Printer,Office,South,9,2178,382.67
Tablet,Electronics,North,3,1416,220.7
Printer,Office,East,8,2704,705.74
Mouse,Accessories,North,8,6032,1636.61
Camera,Electronics,West,3,2220,121.14
Monitor,Accessories,North,1,672,198.75
Tablet,Electronics,West,4,4572,1199.49
Tablet,Electronics,North,7,2457,690.55
Keyboard,Accessories,South,6,4188,989.14
Laptop,Electronics,West,4,1920,549.11
Laptop,Electronics,South,8,6544,1086.29
Monitor,Accessories,South,3,2853,437.59
Tablet,Electronics,North,2,1980,125.99
Smartphone,Electronics,North,3,897,235.67
Tablet,Electronics,West,4,2048,507.01
Monitor,Accessories,West,8,9104,2620.58
Keyboard,Accessories,South,7,2023,274.25
Mouse,Accessories,East,2,1932,109.07
Mouse,Accessories,North,7,4060,291.42
Smartphone,Electronics,South,9,756,99.21
Tablet,Electronics,West,1,1081,229.32
Monitor,Accessories,West,5,3255,332.54
Tablet,Electronics,East,2,1188,286.38
Laptop,Electronics,East,5,3205,368.41
Tablet,Electronics,West,4,556,81.77
Smartwatch,Electronics,East,8,5368,333.53
Tablet,Electronics,North,3,2790,470.93
Mouse,Accessories,South,8,5256,1118.16
Keyboard,Accessories,South,5,725,77.91
Camera,Electronics,East,3,1029,206.83
Smartwatch,Electronics,East,4,660,83.96
Keyboard,Accessories,West,5,1400,213.63
Keyboard,Accessories,North,8,984,72.54
Headphones,Accessories,South,1,260,16.81
Keyboard,Accessories,East,3,3264,556.86
Smartphone,Electronics,North,6,7026,459.4
Tablet,Electronics,East,4,844,136.02
Tablet,Electronics,West,7,5656,355.81
Smartphone,Electronics,West,1,173,20.96
Monitor,Accessories,North,1,777,211.31
Headphones,Accessories,South,4,1488,74.52
Mouse,Accessories,North,4,4156,847.09
Keyboard,Accessories,South,6,5718,1358.26
Keyboard,Accessories,West,7,4746,816.6
Printer,Office,South,9,4293,295.47
Laptop,Electronics,North,5,5640,1227.77
Laptop,Electronics,East,4,3216,962.49
Monitor,Accessories,East,4,428,86.62
Smartwatch,Electronics,East,6,3570,265.62
Camera,Electronics,South,9,4887,396.36
Monitor,Accessories,South,1,612,174.52
Mouse,Accessories,South,8,2752,394.66
Mouse,Accessories,North,2,416,71.68
Monitor,Accessories,South,6,6402,1602.79
Smartphone,Electronics,West,6,5778,1232.54
Smartphone,Electronics,North,4,1524,189.32
Keyboard,Accessories,North,9,8514,1400.4
Mouse,Accessories,West,8,2080,108.48
Printer,Office,North,4,632,114.82
Keyboard,Accessories,West,2,1354,136.91
Printer,Office,South,6,3132,919.52
Smartwatch,Electronics,East,8,7152,1539.72
Tablet,Electronics,West,3,1887,363.42
Printer,Office,West,5,3100,911.86
Printer,Office,East,5,3705,707.08
Monitor,Accessories,West,5,4545,755.05
Monitor,Accessories,West,6,6582,729.68
Tablet,Electronics,South,5,4880,829.03
Tablet,Electronics,West,8,3936,720.2
Mouse,Accessories,West,3,1215,129.8
Smartphone,Electronics,East,6,882,180.63
Laptop,Electronics,South,2,1090,136.65
Monitor,Accessories,North,4,2176,250.89
Printer,Office,East,8,8952,1825.37
Smartphone,Electronics,East,1,677,88.41
Laptop,Electronics,East,4,4700,576.34
Smartwatch,Electronics,South,2,1734,310.76
Camera,Electronics,East,3,2325,309.49
Laptop,Electronics,South,2,162,16.51
Camera,Electronics,East,2,1114,300.44
Mouse,Accessories,South,2,124,32.27
Laptop,Electronics,East,9,468,58.98
Monitor,Accessories,West,9,2889,604.19
Camera,Electronics,South,1,440,34.74
Monitor,Accessories,North,8,3304,404.33
Mouse,Accessories,South,9,6363,1752.65
Smartwatch,Electronics,North,1,851,93.56
Monitor,Accessories,East,6,3150,578.87
Printer,Office,South,8,2416,500.93
Monitor,Accessories,South,5,1465,149.62
Laptop,Electronics,West,6,2844,581.0
Monitor,Accessories,West,6,1764,465.93
Smartwatch,Electronics,North,2,116,32.27
Keyboard,Accessories,West,9,6309,801.15
Headphones,Accessories,North,9,5949,626.92
Keyboard,Accessories,West,1,1147,133.48
Headphones,Accessories,South,6,1698,193.42
Headphones,Accessories,West,6,7140,605.22
Smartphone,Electronics,East,8,1728,477.7
Camera,Electronics,West,2,2304,444.08
Camera,Electronics,East,6,4140,451.27
Smartwatch,Electronics,West,9,3861,536.04
Camera,Electronics,West,5,4590,347.14
Smartwatch,Electronics,South,7,6293,389.22
Monitor,Accessories,West,6,3366,614.22
Smartwatch,Electronics,North,3,2739,572.73
Smartphone,Electronics,East,6,4662,350.79
Headphones,Accessories,West,2,1856,468.19
Mouse,Accessories,West,3,294,22.9
Smartwatch,Electronics,West,2,2388,492.54
Smartwatch,Electronics,North,2,1678,372.78
Tablet,Electronics,South,1,619,35.36
Monitor,Accessories,West,5,5230,385.77
Laptop,Electronics,West,4,3956,293.38
Mouse,Accessories,West,6,3186,794.94
Mouse,Accessories,South,7,1239,177.39
Laptop,Electronics,South,6,2040,124.65
Mouse,Accessories,East,4,4128,1156.71
Printer,Office,West,1,1024,230.3
Monitor,Accessories,North,3,2994,877.92
Tablet,Electronics,South,1,569,141.33
Tablet,Electronics,West,2,1760,278.09
Smartwatch,Electronics,East,7,5432,870.08
Laptop,Electronics,North,5,2160,553.41
Monitor,Accessories,West,7,7238,1889.69
Headphones,Accessories,South,4,3888,810.08
Smartphone,Electronics,South,7,4669,803.21
Smartwatch,Electronics,West,2,2006,235.52
Printer,Office,East,2,1946,141.75
Headphones,Accessories,South,7,8113,995.03
Printer,Office,East,9,9387,1271.64
Mouse,Accessories,East,8,976,234.24
Printer,Office,West,8,2176,398.29
Mouse,Accessories,South,5,1190,235.64
Headphones,Accessories,East,6,3990,975.5
Printer,Office,North,2,300,47.59
Printer,Office,South,6,6384,1189.19
Keyboard,Accessories,East,4,3628,717.81
Tablet,Electronics,North,2,1280,335.22
Mouse,Accessories,South,4,356,59.15
Headphones,Accessories,West,3,171,9.02
Tablet,Electronics,West,7,5264,756.33
Camera,Electronics,South,7,4809,1418.72
Camera,Electronics,South,3,1098,77.81
Smartphone,Electronics,South,8,7640,1663.63
Tablet,Electronics,North,6,6378,1408.28
Mouse,Accessories,North,6,1236,304.88
Smartphone,Electronics,South,3,2379,148.68
Smartphone,Electronics,South,1,419,99.5
Monitor,Accessories,North,5,2265,595.05
Keyboard,Accessories,West,4,2828,539.43
Camera,Electronics,North,9,7533,1285.72
Tablet,Electronics,East,7,6216,378.24
Monitor,Accessories,West,1,1178,292.15
Mouse,Accessories,East,1,1032,291.41
Camera,Electronics,North,4,3924,298.07
Tablet,Electronics,West,9,1728,179.64
Smartwatch,Electronics,West,5,5845,978.75
Keyboard,Accessories,South,2,1088,235.83
Printer,Office,North,6,1194,79.62
Headphones,Accessories,East,7,5551,392.37
Headphones,Accessories,East,4,4168,650.15
Laptop,Electronics,East,7,4739,740.74
Laptop,Electronics,South,4,1792,506.56
Smartwatch,Electronics,West,7,8141,767.6
Printer,Office,West,6,3006,730.14
Laptop,Electronics,West,1,733,54.11
Laptop,Electronics,North,3,2031,450.23
Smartwatch,Electronics,East,8,7144,492.1
Printer,Office,East,2,436,79.69
Smartwatch,Electronics,North,8,9464,2043.73
Monitor,Accessories,North,4,3072,394.2
Mouse,Accessories,West,2,646,180.5
Monitor,Accessories,East,6,3300,386.92
Monitor,Accessories,North,2,1342,184.59
Keyboard,Accessories,North,8,3400,758.57
Camera,Electronics,West,6,5106,1341.93
Monitor,Accessories,North,9,10458,2799.48
Smartwatch,Electronics,South,2,514,106.75
Smartwatch,Electronics,South,4,3892,909.22
Smartwatch,Electronics,South,2,274,42.37
Keyboard,Accessories,East,3,1920,144.3
Mouse,Accessories,North,5,3720,448.6
Monitor,Accessories,South,4,2804,382.82
Keyboard,Accessories,West,6,720,144.26
Smartwatch,Electronics,West,3,1656,469.28
Smartwatch,Electronics,North,3,966,120.56
Smartphone,Electronics,East,5,2125,632.68
Mouse,Accessories,South,8,7968,1249.98
Camera,Electronics,South,2,122,16.23
Monitor,Accessories,North,6,5214,1093.04
Camera,Electronics,East,2,1104,173.01
Smartphone,Electronics,East,7,6034,1018.37
Smartwatch,Electronics,East,2,704,135.63
Smartwatch,Electronics,North,6,2724,675.53
Monitor,Accessories,West,7,4662,1007.43
Smartwatch,Electronics,North,5,655,166.69
Smartwatch,Electronics,East,8,984,183.07
Keyboard,Accessories,West,8,8992,2018.64
Mouse,Accessories,South,6,6228,1852.45
Laptop,Electronics,South,4,1224,348.91
Camera,Electronics,East,4,772,215.62
Camera,Electronics,East,3,2280,365.17
Smartphone,Electronics,West,1,51,9.36
Smartwatch,Electronics,South,4,828,216.98
Laptop,Electronics,East,8,8736,580.31
Smartphone,Electronics,West,8,7776,498.6
Monitor,Accessories,West,8,7664,1580.55
Camera,Electronics,South,7,4557,234.62
Smartwatch,Electronics,East,6,2496,332.08
Headphones,Accessories,East,8,8224,1679.16
Mouse,Accessories,East,6,3186,374.63
Camera,Electronics,East,5,3630,537.93
Mouse,Accessories,West,9,2925,457.49
Headphones,Accessories,South,2,352,54.19
Laptop,Electronics,South,8,1800,142.86
Smartphone,Electronics,West,6,1926,393.01
Mouse,Accessories,South,5,2185,136.1
Smartphone,Electronics,South,4,2444,155.42
Tablet,Electronics,West,6,4584,473.37
Mouse,Accessories,South,3,2709,663.54
Mouse,Accessories,East,9,2349,244.18
Smartwatch,Electronics,North,2,2040,481.15
Tablet,Electronics,East,2,1752,501.19
Laptop,Electronics,North,8,7520,1201.4
Monitor,Accessories,North,4,1952,148.67
Headphones,Accessories,South,4,1960,234.88
Camera,Electronics,South,6,1686,426.72
Camera,Electronics,South,4,296,44.79
Camera,Electronics,South,7,7301,1311.65
Camera,Electronics,East,6,1182,236.12
Mouse,Accessories,North,8,6008,871.76
Camera,Electronics,East,2,2174,335.37
Printer,Office,East,1,330,78.52
Tablet,Electronics,East,7,1197,103.34
Keyboard,Accessories,South,7,7826,714.68
Camera,Electronics,South,4,3616,789.63
Keyboard,Accessories,East,5,4025,923.17
Camera,Electronics,North,7,3101,926.09
Headphones,Accessories,East,6,2748,682.8
Tablet,Electronics,North,2,684,183.85
Smartphone,Electronics,South,5,2510,515.12
Keyboard,Accessories,North,5,4855,534.23
Smartwatch,Electronics,West,3,2151,322.03
Keyboard,Accessories,East,5,2495,164.56
Laptop,Electronics,West,8,8296,1884.18
Smartwatch,Electronics,South,5,2075,271.71
Headphones,Accessories,North,1,1077,77.97
Smartwatch,Electronics,West,9,7245,1410.92
Laptop,Electronics,North,7,3654,871.81
Printer,Office,West,7,7119,1555.05
Keyboard,Accessories,South,4,3788,875.54
Smartphone,Electronics,West,1,137,39.35
Smartwatch,Electronics,East,4,1104,84.31
Monitor,Accessories,North,4,2468,457.51
Laptop,Electronics,North,1,1027,259.92
Camera,Electronics,East,3,3069,503.3
Tablet,Electronics,South,1,430,83.33
Smartwatch,Electronics,North,6,4440,800.92
Headphones,Accessories,North,6,4656,601.71
Headphones,Accessories,South,9,10080,1794.73
Camera,Electronics,North,2,744,217.21
Smartphone,Electronics,North,2,1660,362.88
Keyboard,Accessories,South,5,5275,594.29
Monitor,Accessories,West,1,890,59.1
Tablet,Electronics,South,8,5176,866.36
Tablet,Electronics,East,1,610,44.99
Headphones,Accessories,East,1,111,27.91
Keyboard,Accessories,North,7,385,43.43
Smartphone,Electronics,East,4,2556,412.44
Laptop,Electronics,South,3,1227,229.75
Headphones,Accessories,West,7,8071,1799.06
Laptop,Electronics,West,3,819,231.88
Keyboard,Accessories,East,2,344,72.87
Monitor,Accessories,South,5,4615,251.0
Tablet,Electronics,South,1,187,33.76
Printer,Office,South,1,566,169.17
Printer,Office,South,2,1960,312.06
Keyboard,Accessories,East,8,5888,354.27
Monitor,Accessories,East,1,743,216.5
Tablet,Electronics,West,3,801,90.34
Headphones,Accessories,East,2,194,52.16
Headphones,Accessories,North,6,4656,673.35
Camera,Electronics,East,8,7240,411.19
Keyboard,Accessories,North,7,7308,948.4
Headphones,Accessories,West,7,4732,1084.28
Mouse,Accessories,East,3,807,148.58
Smartwatch,Electronics,North,4,304,34.73
Keyboard,Accessories,South,2,1030,254.65
Headphones,Accessories,South,5,5085,1172.12
Keyboard,Accessories,North,2,1790,236.76
Laptop,Electronics,East,1,1041,128.58
Monitor,Accessories,East,2,1394,408.32
Mouse,Accessories,East,1,856,87.69
Headphones,Accessories,North,6,798,213.4
Keyboard,Accessories,West,4,3568,764.2
Headphones,Accessories,East,8,1832,532.97
Camera,Electronics,South,3,3399,489.36
Mouse,Accessories,East,1,205,54.54
Headphones,Accessories,South,6,420,65.62
Smartwatch,Electronics,West,6,5592,926.42
Tablet,Electronics,East,7,5285,629.07
Printer,Office,East,6,5610,298.77
Monitor,Accessories,East,4,4496,1115.75
Headphones,Accessories,South,4,4700,914.6
Monitor,Accessories,East,2,2016,151.4
Camera,Electronics,North,4,960,255.24
Monitor,Accessories,East,8,3544,454.14
Camera,Electronics,East,9,9009,1909.26
Smartwatch,Electronics,South,7,6237,1784.89
Camera,Electronics,North,8,2984,631.81
Camera,Electronics,South,7,4151,1047.43
Headphones,Accessories,West,8,5312,1583.0
Mouse,Accessories,East,4,4088,1200.03
Smartphone,Electronics,West,4,640,149.89
Printer,Office,South,8,5912,1153.18
Tablet,Electronics,West,7,3164,166.4
Printer,Office,West,5,535,43.47
Smartwatch,Electronics,East,9,9090,727.64
Keyboard,Accessories,North,5,1510,331.76
Laptop,Electronics,North,7,6818,1348.26
Camera,Electronics,North,2,1314,391.55
Mouse,Accessories,East,4,3936,374.34
Smartphone,Electronics,North,7,6461,766.45
Smartphone,Electronics,West,8,7048,391.96
Mouse,Accessories,South,3,813,238.1
Monitor,Accessories,East,5,5055,1200.09
Tablet,Electronics,East,9,9828,1300.68
Keyboard,Accessories,East,9,6741,823.17
Smartphone,Electronics,West,7,4452,920.05
Printer,Office,West,8,7016,1490.07
Headphones,Accessories,East,4,804,121.51
Keyboard,Accessories,North,2,490,45.34
Printer,Office,North,2,384,30.84
Printer,Office,West,1,623,81.24
Tablet,Electronics,East,4,1768,345.33
Smartwatch,Electronics,East,2,218,38.93
Tablet,Electronics,East,5,5935,875.84
Monitor,Accessories,East,6,942,80.27
Monitor,Accessories,East,6,3030,335.71
Tablet,Electronics,West,1,392,50.7
Tablet,Electronics,South,8,1456,271.26
Camera,Electronics,South,3,588,100.52
Keyboard,Accessories,South,7,2352,256.4
Smartwatch,Electronics,East,7,5019,1154.79
Laptop,Electronics,North,3,3543,941.37
Keyboard,Accessories,South,5,4265,796.12
Keyboard,Accessories,North,6,4458,1215.3
Laptop,Electronics,East,7,1869,357.27
Tablet,Electronics,West,4,3592,249.54
Printer,Office,North,2,268,63.01
Keyboard,Accessories,South,6,6408,885.71
Smartphone,Electronics,West,1,111,13.61
Monitor,Accessories,North,7,4165,263.26
Keyboard,Accessories,South,3,1302,180.82
Keyboard,Accessories,East,8,4800,606.19
Mouse,Accessories,East,5,3600,712.3
Mouse,Accessories,South,4,2628,727.87
Keyboard,Accessories,West,1,920,118.24
Smartphone,Electronics,West,7,1596,359.71
Camera,Electronics,East,2,624,139.64
Keyboard,Accessories,South,9,10782,2730.14
Smartwatch,Electronics,East,5,2025,168.82
Printer,Office,East,9,6255,452.46
Smartwatch,Electronics,North,5,3970,642.7
Monitor,Accessories,South,3,459,40.96
Keyboard,Accessories,North,7,4032,426.13
Tablet,Electronics,North,9,8523,978.97
Smartwatch,Electronics,East,2,486,62.58
